443.16	0.21
444.68	0.23
446.19	0.16
447.70	0.11
449.21	0.14
450.72	0.18
452.24	0.21
453.75	0.21
455.26	0.20
456.77	0.19
458.28	0.19
459.79	0.18
461.30	0.17
462.81	0.18
464.32	0.20
465.83	0.17
467.33	0.12
468.84	0.13
470.35	0.18
471.86	0.21
473.36	0.18
474.87	0.16
476.38	0.15
477.88	0.17
479.39	0.19
480.89	0.17
482.40	0.14
483.90	0.14
485.41	0.17
486.91	0.19
488.42	0.17
489.92	0.16
491.42	0.17
492.92	0.19
494.43	0.22
495.93	0.22
497.43	0.21
498.93	0.24
500.43	0.27
501.93	0.27
503.44	0.25
504.94	0.24
506.44	0.22
507.93	0.18
509.43	0.15
510.93	0.16
512.43	0.19
513.93	0.20
515.43	0.18
516.92	0.15
518.42	0.14
519.92	0.16
521.42	0.19
522.91	0.20
524.41	0.20
525.90	0.23
527.40	0.24
528.89	0.24
530.39	0.21
531.88	0.20
533.38	0.20
534.87	0.22
536.36	0.21
537.86	0.20
539.35	0.21
540.84	0.24
542.33	0.24
543.83	0.22
545.32	0.21
546.81	0.22
548.30	0.25
549.79	0.27
551.28	0.27
552.77	0.26
554.26	0.24
555.75	0.22
557.24	0.23
558.73	0.22
560.22	0.21
561.70	0.22
563.19	0.25
564.68	0.26
566.17	0.26
567.65	0.26
569.14	0.25
570.62	0.25
572.11	0.28
573.60	0.31
575.08	0.32
576.57	0.30
578.05	0.26
579.53	0.23
581.02	0.25
582.50	0.26
583.98	0.23
585.47	0.20
586.95	0.19
588.43	0.23
589.91	0.27
591.40	0.28
592.88	0.28
594.36	0.27
595.84	0.25
597.32	0.25
598.80	0.25
600.28	0.22
601.76	0.19
603.24	0.17
604.72	0.14
606.19	0.12
607.67	0.12
609.15	0.15
610.63	0.17
612.11	0.16
613.58	0.15
615.06	0.13
616.54	0.15
618.01	0.17
619.49	0.21
620.96	0.23
622.44	0.23
623.91	0.21
625.39	0.20
626.86	0.22
628.33	0.24
629.81	0.21
631.28	0.20
632.75	0.19
634.23	0.18
635.70	0.17
637.17	0.21
638.64	0.25
640.11	0.26
641.58	0.24
643.05	0.25
644.52	0.25
645.99	0.24
647.46	0.19
648.93	0.15
650.40	0.12
651.87	0.12
653.34	0.15
654.81	0.17
656.27	0.19
657.74	0.19
659.21	0.24
660.68	0.30
662.14	0.32
663.61	0.32
665.07	0.33
666.54	0.37
668.01	0.39
669.47	0.38
670.93	0.33
672.40	0.30
673.86	0.31
675.33	0.32
676.79	0.31
678.25	0.28
679.72	0.24
681.18	0.18
682.64	0.15
684.10	0.16
685.56	0.19
687.03	0.19
688.49	0.18
689.95	0.16
691.41	0.15
692.87	0.14
694.33	0.15
695.79	0.15
697.24	0.16
698.70	0.18
700.16	0.18
701.62	0.15
703.08	0.15
704.54	0.18
705.99	0.22
707.45	0.22
708.91	0.23
710.36	0.25
711.82	0.26
713.27	0.29
714.73	0.35
716.18	0.40
717.64	0.42
719.09	0.46
720.55	0.51
722.00	0.53
723.45	0.58
724.91	0.62
726.36	0.60
727.81	0.52
729.27	0.44
730.72	0.35
732.17	0.24
733.62	0.18
735.07	0.17
736.52	0.18
737.97	0.17
739.42	0.18
740.87	0.17
742.32	0.13
743.77	0.11
745.22	0.12
746.67	0.13
748.12	0.13
749.56	0.13
751.01	0.13
752.46	0.13
753.91	0.16
755.35	0.19
756.80	0.20
758.24	0.18
759.69	0.16
761.14	0.17
762.58	0.19
764.03	0.19
765.47	0.18
766.91	0.20
768.36	0.21
769.80	0.21
771.25	0.20
772.69	0.29
774.13	0.40
775.57	0.53
777.02	0.63
778.46	0.75
779.90	0.81
781.34	0.82
782.78	0.78
784.22	0.73
785.66	0.70
787.10	0.63
788.54	0.50
789.98	0.37
791.42	0.30
792.86	0.27
794.30	0.22
795.74	0.21
797.17	0.23
798.61	0.25
800.05	0.27
801.49	0.30
802.92	0.31
804.36	0.29
805.79	0.29
807.23	0.32
808.67	0.32
810.10	0.31
811.54	0.33
812.97	0.35
814.40	0.33
815.84	0.30
817.27	0.25
818.70	0.24
820.14	0.25
821.57	0.26
823.00	0.28
824.43	0.33
825.87	0.34
827.30	0.26
828.73	0.19
830.16	0.18
831.59	0.19
833.02	0.15
834.45	0.09
835.88	0.08
837.31	0.11
838.74	0.17
840.17	0.19
841.60	0.16
843.02	0.13
844.45	0.15
845.88	0.18
847.31	0.21
848.73	0.24
850.16	0.28
851.59	0.32
853.01	0.35
854.44	0.35
855.86	0.30
857.29	0.26
858.71	0.28
860.14	0.34
861.56	0.39
862.99	0.38
864.41	0.33
865.83	0.25
867.26	0.21
868.68	0.21
870.10	0.23
871.52	0.22
872.95	0.21
874.37	0.22
875.79	0.23
877.21	0.21
878.63	0.18
880.05	0.21
881.47	0.24
882.89	0.26
884.31	0.27
885.73	0.26
887.15	0.23
888.57	0.20
889.98	0.22
891.40	0.25
892.82	0.26
894.24	0.24
895.65	0.19
897.07	0.17
898.49	0.21
899.90	0.27
901.32	0.25
902.74	0.19
904.15	0.22
905.57	0.27
906.98	0.28
908.40	0.24
909.81	0.20
911.22	0.20
912.64	0.23
914.05	0.26
915.46	0.26
916.88	0.26
918.29	0.26
919.70	0.27
921.11	0.24
922.52	0.19
923.93	0.17
925.34	0.20
926.76	0.23
928.17	0.24
929.58	0.20
930.99	0.16
932.39	0.15
933.80	0.17
935.21	0.20
936.62	0.21
938.03	0.21
939.44	0.18
940.84	0.13
942.25	0.12
943.66	0.17
945.07	0.20
946.47	0.20
947.88	0.19
949.28	0.20
950.69	0.19
952.09	0.18
953.50	0.18
954.90	0.21
956.31	0.20
957.71	0.16
959.12	0.13
960.52	0.14
961.92	0.17
963.33	0.21
964.73	0.27
966.13	0.31
967.53	0.26
968.93	0.18
970.34	0.16
971.74	0.19
973.14	0.23
974.54	0.25
975.94	0.23
977.34	0.20
978.74	0.15
980.14	0.13
981.54	0.14
982.94	0.18
984.33	0.20
985.73	0.20
987.13	0.19
988.53	0.19
989.92	0.26
991.32	0.33
992.72	0.33
994.11	0.28
995.51	0.23
996.91	0.24
998.30	0.32
999.70	0.50
1001.09	0.75
1002.49	0.91
1003.88	0.88
1005.28	0.68
1006.67	0.45
1008.06	0.30
1009.46	0.23
1010.85	0.21
1012.24	0.23
1013.63	0.27
1015.03	0.27
1016.42	0.22
1017.81	0.16
1019.20	0.12
1020.59	0.11
1021.98	0.12
1023.37	0.15
1024.76	0.17
1026.15	0.19
1027.54	0.21
1028.93	0.26
1030.32	0.31
1031.71	0.34
1033.10	0.33
1034.48	0.34
1035.87	0.30
1037.26	0.24
1038.65	0.22
1040.03	0.26
1041.42	0.25
1042.81	0.22
1044.19	0.21
1045.58	0.21
1046.96	0.20
1048.35	0.19
1049.73	0.16
1051.12	0.15
1052.50	0.13
1053.89	0.13
1055.27	0.14
1056.65	0.16
1058.04	0.17
1059.42	0.19
1060.80	0.25
1062.18	0.29
1063.57	0.28
1064.95	0.23
1066.33	0.25
1067.71	0.28
1069.09	0.26
1070.47	0.23
1071.85	0.22
1073.23	0.21
1074.61	0.20
1075.99	0.22
1077.37	0.26
1078.75	0.29
1080.13	0.32
1081.51	0.33
1082.88	0.34
1084.26	0.34
1085.64	0.35
1087.02	0.35
1088.39	0.34
1089.77	0.34
1091.15	0.36
1092.52	0.41
1093.90	0.44
1095.27	0.46
1096.65	0.47
1098.02	0.45
1099.40	0.43
1100.77	0.44
1102.14	0.44
1103.52	0.39
1104.89	0.35
1106.27	0.35
1107.64	0.35
1109.01	0.31
1110.38	0.27
1111.75	0.25
1113.13	0.24
1114.50	0.25
1115.87	0.28
1117.24	0.30
1118.61	0.30
1119.98	0.30
1121.35	0.32
1122.72	0.36
1124.09	0.37
1125.46	0.35
1126.83	0.33
1128.20	0.31
1129.56	0.29
1130.93	0.28
1132.30	0.28
1133.67	0.24
1135.03	0.17
1136.40	0.13
1137.77	0.13
1139.13	0.14
1140.50	0.14
1141.87	0.13
1143.23	0.11
1144.60	0.12
1145.96	0.14
1147.33	0.15
1148.69	0.15
1150.05	0.13
1151.42	0.13
1152.78	0.16
1154.14	0.19
1155.51	0.19
1156.87	0.17
1158.23	0.16
1159.59	0.17
1160.96	0.20
1162.32	0.19
1163.68	0.17
1165.04	0.16
1166.40	0.17
1167.76	0.19
1169.12	0.23
1170.48	0.26
1171.84	0.27
1173.20	0.24
1174.56	0.23
1175.92	0.24
1177.27	0.26
1178.63	0.26
1179.99	0.23
1181.35	0.19
1182.71	0.15
1184.06	0.13
1185.42	0.12
1186.78	0.15
1188.13	0.14
1189.49	0.11
1190.84	0.07
1192.20	0.09
1193.55	0.12
1194.91	0.15
1196.26	0.17
1197.62	0.20
1198.97	0.21
1200.32	0.20
1201.68	0.17
1203.03	0.18
1204.38	0.23
1205.74	0.29
1207.09	0.31
1208.44	0.31
1209.79	0.29
1211.14	0.26
1212.49	0.24
1213.85	0.25
1215.20	0.30
1216.55	0.37
1217.90	0.43
1219.25	0.46
1220.60	0.51
1221.94	0.55
1223.29	0.55
1224.64	0.53
1225.99	0.56
1227.34	0.62
1228.69	0.66
1230.03	0.64
1231.38	0.61
1232.73	0.59
1234.07	0.57
1235.42	0.59
1236.77	0.64
1238.11	0.69
1239.46	0.66
1240.80	0.59
1242.15	0.52
1243.49	0.51
1244.84	0.53
1246.18	0.60
1247.53	0.65
1248.87	0.59
1250.21	0.47
1251.56	0.42
1252.90	0.42
1254.24	0.38
1255.58	0.32
1256.93	0.29
1258.27	0.29
1259.61	0.31
1260.95	0.31
1262.29	0.27
1263.63	0.23
1264.97	0.22
1266.31	0.19
1267.65	0.15
1268.99	0.11
1270.33	0.10
1271.67	0.13
1273.01	0.15
1274.35	0.14
1275.68	0.12
1277.02	0.13
1278.36	0.16
1279.70	0.19
1281.03	0.18
1282.37	0.14
1283.71	0.12
1285.04	0.16
1286.38	0.22
1287.71	0.28
1289.05	0.31
1290.39	0.31
1291.72	0.30
1293.05	0.30
1294.39	0.28
1295.72	0.23
1297.06	0.25
1298.39	0.31
1299.72	0.39
1301.06	0.45
1302.39	0.49
1303.72	0.49
1305.05	0.48
1306.39	0.46
1307.72	0.47
1309.05	0.53
1310.38	0.61
1311.71	0.60
1313.04	0.57
1314.37	0.56
1315.70	0.58
1317.03	0.60
1318.36	0.58
1319.69	0.56
1321.02	0.54
1322.35	0.53
1323.67	0.52
1325.00	0.53
1326.33	0.55
1327.66	0.55
1328.98	0.56
1330.31	0.59
1331.64	0.61
1332.96	0.59
1334.29	0.57
1335.62	0.59
1336.94	0.59
1338.27	0.56
1339.59	0.53
1340.92	0.50
1342.24	0.45
1343.57	0.39
1344.89	0.36
1346.21	0.30
1347.54	0.22
1348.86	0.17
1350.18	0.17
1351.50	0.16
1352.83	0.16
1354.15	0.17
1355.47	0.18
1356.79	0.20
1358.11	0.24
1359.43	0.28
1360.76	0.26
1362.08	0.20
1363.40	0.17
1364.72	0.23
1366.04	0.29
1367.35	0.27
1368.67	0.22
1369.99	0.21
1371.31	0.25
1372.63	0.29
1373.95	0.30
1375.27	0.29
1376.58	0.28
1377.90	0.24
1379.22	0.23
1380.53	0.26
1381.85	0.26
1383.17	0.21
1384.48	0.17
1385.80	0.19
1387.11	0.19
1388.43	0.19
1389.74	0.20
1391.06	0.19
1392.37	0.16
1393.69	0.13
1395.00	0.15
1396.31	0.18
1397.63	0.19
1398.94	0.17
1400.25	0.17
1401.56	0.18
1402.88	0.19
1404.19	0.20
1405.50	0.16
1406.81	0.10
1408.12	0.08
1409.43	0.13
1410.74	0.16
1412.05	0.14
1413.36	0.14
1414.67	0.17
1415.98	0.22
1417.29	0.25
1418.60	0.24
1419.91	0.20
1421.22	0.18
1422.52	0.18
1423.83	0.17
1425.14	0.14
1426.45	0.12
1427.75	0.12
1429.06	0.13
1430.37	0.12
1431.67	0.15
1432.98	0.19
1434.29	0.21
1435.59	0.20
1436.90	0.25
1438.20	0.35
1439.51	0.40
1440.81	0.38
1442.11	0.40
1443.42	0.48
1444.72	0.53
1446.02	0.51
1447.33	0.48
1448.63	0.51
1449.93	0.57
1451.24	0.60
1452.54	0.57
1453.84	0.56
1455.14	0.61
1456.44	0.64
1457.74	0.60
1459.04	0.53
1460.34	0.50
1461.64	0.50
1462.94	0.50
1464.24	0.51
1465.54	0.54
1466.84	0.55
1468.14	0.53
1469.44	0.53
1470.74	0.56
1472.04	0.57
1473.33	0.55
1474.63	0.59
1475.93	0.69
1477.23	0.81
1478.52	0.88
1479.82	0.90
1481.11	0.87
1482.41	0.81
1483.71	0.74
1485.00	0.66
1486.30	0.65
1487.59	0.70
1488.89	0.67
1490.18	0.54
1491.47	0.39
1492.77	0.27
1494.06	0.20
1495.36	0.17
1496.65	0.17
1497.94	0.14
1499.23	0.13
1500.53	0.14
1501.82	0.17
1503.11	0.17
1504.40	0.17
1505.69	0.16
1506.98	0.14
1508.27	0.11
1509.56	0.13
1510.85	0.16
1512.14	0.15
1513.43	0.13
1514.72	0.12
1516.01	0.12
1517.30	0.13
1518.59	0.15
1519.88	0.15
1521.17	0.14
1522.45	0.14
1523.74	0.14
1525.03	0.14
1526.32	0.16
1527.60	0.17
1528.89	0.18
1530.18	0.19
1531.46	0.18
1532.75	0.15
1534.03	0.14
1535.32	0.16
1536.60	0.17
1537.89	0.15
1539.17	0.12
1540.46	0.13
1541.74	0.15
1543.02	0.16
1544.31	0.16
1545.59	0.15
1546.87	0.13
1548.16	0.10
1549.44	0.13
1550.72	0.19
1552.00	0.24
1553.28	0.23
1554.57	0.22
1555.85	0.24
1557.13	0.28
1558.41	0.36
1559.69	0.43
1560.97	0.45
1562.25	0.45
1563.53	0.46
1564.81	0.48
1566.09	0.53
1567.36	0.63
1568.64	0.69
1569.92	0.71
1571.20	0.70
1572.48	0.71
1573.75	0.76
1575.03	0.77
1576.31	0.72
1577.59	0.63
1578.86	0.60
1580.14	0.56
1581.41	0.52
1582.69	0.48
1583.96	0.41
1585.24	0.33
1586.51	0.24
1587.79	0.21
1589.06	0.24
1590.34	0.27
1591.61	0.24
1592.89	0.19
1594.16	0.16
1595.43	0.16
1596.70	0.15
1597.98	0.12
1599.25	0.15
1600.52	0.22
1601.79	0.25
1603.07	0.26
1604.34	0.27
1605.61	0.26
1606.88	0.22
1608.15	0.21
1609.42	0.22
1610.69	0.25
1611.96	0.24
1613.23	0.22
1614.50	0.19
1615.77	0.19
1617.04	0.19
1618.30	0.18
1619.57	0.16
1620.84	0.15
1622.11	0.17
1623.38	0.21
1624.64	0.23
1625.91	0.20
1627.18	0.17
1628.44	0.16
1629.71	0.13
1630.97	0.11
1632.24	0.14
1633.51	0.18
1634.77	0.18
1636.04	0.17
1637.30	0.16
1638.57	0.17
1639.83	0.17
1641.09	0.22
1642.36	0.28
1643.62	0.32
1644.88	0.33
1646.15	0.35
1647.41	0.36
1648.67	0.36
1649.93	0.35
1651.20	0.37
1652.46	0.44
1653.72	0.51
1654.98	0.52
1656.24	0.54
1657.50	0.59
1658.76	0.63
1660.02	0.63
1661.28	0.58
1662.54	0.55
1663.80	0.57
1665.06	0.60
1666.32	0.57
1667.58	0.55
1668.84	0.57
1670.09	0.61
1671.35	0.62
1672.61	0.60
1673.87	0.58
1675.12	0.60
1676.38	0.63
1677.64	0.65
1678.89	0.61
1680.15	0.54
1681.40	0.50
1682.66	0.54
1683.92	0.57
1685.17	0.59
1686.43	0.55
1687.68	0.47
1688.93	0.41
1690.19	0.42
1691.44	0.45
1692.70	0.43
1693.95	0.40
1695.20	0.37
1696.46	0.34
1697.71	0.32
1698.96	0.33
1700.21	0.34
1701.46	0.33
1702.72	0.27
1703.97	0.21
1705.22	0.18
1706.47	0.19
1707.72	0.20
1708.97	0.20
1710.22	0.20
1711.47	0.18
1712.72	0.16
1713.97	0.18
1715.22	0.21
1716.47	0.22
1717.71	0.19
1718.96	0.13
1720.21	0.10
1721.46	0.11
1722.71	0.14
1723.95	0.14
1725.20	0.12
1726.45	0.13
1727.69	0.13
1728.94	0.14
1730.19	0.15
1731.43	0.16
1732.68	0.16
1733.92	0.15
1735.17	0.16
1736.41	0.17
1737.66	0.18
1738.90	0.17
1740.15	0.17
1741.39	0.19
1742.63	0.22
1743.88	0.23
1745.12	0.19
1746.36	0.18
1747.61	0.20
1748.85	0.20
1750.09	0.16
1751.33	0.11
1752.57	0.10
1753.82	0.14
1755.06	0.21
1756.30	0.25
1757.54	0.25
1758.78	0.23
1760.02	0.20
1761.26	0.17
1762.50	0.16
1763.74	0.15
1764.98	0.14
1766.22	0.15
1767.45	0.19
1768.69	0.23
1769.93	0.25
1771.17	0.24
1772.41	0.18
1773.64	0.17
1774.88	0.17
1776.12	0.17
1777.35	0.17
1778.59	0.20
1779.83	0.20
1781.06	0.20
1782.30	0.20
1783.53	0.20
1784.77	0.17
1786.00	0.18
1787.24	0.22
1788.47	0.24
1789.71	0.22
1790.94	0.20
1792.18	0.17
1793.41	0.19
1794.64	0.21
1795.87	0.19
1797.11	0.15
1798.34	0.15
1799.57	0.16
1800.80	0.16
1802.04	0.17
1803.27	0.21
1804.50	0.22
1805.73	0.19
1806.96	0.17
1808.19	0.17
1809.42	0.17
1810.65	0.17
1811.88	0.18
1813.11	0.19
1814.34	0.20
1815.57	0.19
1816.80	0.17
1818.03	0.14
1819.26	0.16
